date,city,avg_NO2
2023-06-15,Paris,32.76
2023-06-16,Paris,33.15
2023-06-17,Paris,26.1
2023-06-18,Paris,18.49
2023-06-19,Paris,19.46
2023-06-20,Paris,16.95
2023-06-21,Paris,30.08
2023-06-22,Paris,17.95
2023-06-23,Paris,32.49
2023-06-24,Paris,17.07
2023-06-25,Paris,13.68
2023-06-26,Paris,12.92
2023-06-27,Paris,22.25
2023-06-28,Paris,36.68
2023-06-29,Paris,25.27
2023-06-30,Paris,10.54
2023-07-01,Paris,4.6
2023-07-02,Paris,5.18
2023-07-03,Paris,9.34
2023-07-04,Paris,14.11
2023-07-05,Paris,12.34
2023-07-06,Paris,16.9
2023-07-07,Paris,9.8
2023-07-08,Paris,10.48
2023-07-09,Paris,17.69
2023-07-10,Paris,18.01
2023-07-11,Paris,13.83
2023-07-12,Paris,11.98
2023-07-13,Paris,16.93
2023-07-14,Paris,12.78
2023-07-15,Paris,3.3
2023-07-16,Paris,3.81
2023-07-17,Paris,16.55
2023-07-18,Paris,19.65
2023-07-19,Paris,10.16
2023-07-20,Paris,17.03
2023-07-21,Paris,12.15
2023-07-22,Paris,10.59
2023-07-23,Paris,3.75
2023-07-24,Paris,12.08
2023-07-25,Paris,17.97
2023-07-26,Paris,12.63
2023-07-27,Paris,7.95
2023-07-28,Paris,9.61
2023-07-29,Paris,10.1
2023-07-30,Paris,5.76
2023-07-31,Paris,5.11
2023-08-01,Paris,7.04
2023-08-02,Paris,3.94
2023-08-03,Paris,16.34
2023-08-04,Paris,20.17
2023-08-05,Paris,9.69
2023-08-06,Paris,8.84
2023-08-07,Paris,19.94
2023-08-08,Paris,26.8
2023-08-09,Paris,24.95
2023-08-10,Paris,23.37
2023-08-11,Paris,23.82
2023-08-12,Paris,12.13
2023-08-13,Paris,17.52
2023-08-14,Paris,20.11
2023-08-15,Paris,26.24
2023-08-16,Paris,20.02
2023-08-17,Paris,17.29
2023-08-18,Paris,26.57
2023-08-19,Paris,19.54
2023-08-20,Paris,23.14
2023-08-21,Paris,35.61
2023-08-22,Paris,24.48
2023-08-23,Paris,19.15
2023-08-24,Paris,19.05
2023-08-25,Paris,24.17
2023-08-26,Paris,17.67
2023-08-27,Paris,14.29
2023-08-28,Paris,20.56
2023-08-29,Paris,30.05
2023-08-30,Paris,21.72
2023-08-31,Paris,20.82
2023-09-01,Paris,19.41
2023-09-02,Paris,21.77
2023-09-03,Paris,15.05
2023-09-04,Paris,15.59
2023-09-05,Paris,47.02
2023-09-06,Paris,39.39
2023-09-07,Paris,41.56
2023-09-08,Paris,52.72
2023-09-09,Paris,33.08
2023-09-10,Paris,27.88
2023-09-11,Paris,41.75
2023-09-12,Paris,50.69
2023-09-13,Paris,48.33
2023-09-14,Paris,41.33
2023-09-15,Paris,29.64
2023-09-16,Paris,27.47
2023-09-17,Paris,23.17
2023-09-18,Paris,14.69
2023-09-19,Paris,14.98
2023-09-20,Paris,9.53
2023-09-21,Paris,14.13
2023-09-22,Paris,17.39
2023-09-23,Paris,29.59
2023-09-24,Paris,22.73
2023-09-25,Paris,43.15
2023-09-26,Paris,39.11
2023-09-27,Paris,26.23
2023-09-28,Paris,30.31
2023-09-29,Paris,22.16
2023-09-30,Paris,36.67
2023-10-02,Paris,28.01
2023-10-03,Paris,28.49
2023-10-04,Paris,43.35
2023-10-05,Paris,43.78
2023-10-06,Paris,47.97
2023-10-07,Paris,40.88
2023-10-08,Paris,53.69
2023-10-09,Paris,85.91
2023-10-10,Paris,41.57
2023-10-11,Paris,29.07
2023-10-12,Paris,22.93
2023-10-13,Paris,12.83
2023-10-14,Paris,23.8
2023-10-15,Paris,34.38
2023-10-16,Paris,20.7
2023-10-17,Paris,23.44
2023-10-18,Paris,13.3
2023-10-19,Paris,14.26
2023-10-20,Paris,25.08
2023-10-21,Paris,6.27
2023-10-22,Paris,18.37
2023-10-23,Paris,28.39
2023-10-24,Paris,22.48
2023-10-25,Paris,18.9
2023-10-26,Paris,16.89
2023-10-27,Paris,13.17
2023-10-28,Paris,7.67
2023-10-29,Paris,7.9
2023-10-30,Paris,23.48
2023-10-31,Paris,19.15
2023-11-01,Paris,14.33
2023-11-02,Paris,8.15
2023-11-03,Paris,19.9
2023-11-04,Paris,8.31
2023-11-05,Paris,10.09
2023-11-06,Paris,18.63
2023-11-07,Paris,21.86
2023-11-08,Paris,16.93
2023-11-09,Paris,17.14
2023-11-10,Paris,17.8
2023-11-11,Paris,28.92
2023-11-12,Paris,20.38
2023-11-13,Paris,14.26
2023-11-14,Paris,14.83
2023-11-15,Paris,27.25
2023-11-16,Paris,29.82
2023-11-17,Paris,40.21
2023-11-18,Paris,18.33
2023-11-19,Paris,12.21
2023-11-20,Paris,21.61
2023-11-21,Paris,37.49
2023-11-22,Paris,46.08
2023-11-23,Paris,38.68
2023-11-24,Paris,29.2
2023-11-25,Paris,39.63
2023-11-26,Paris,44.22
2023-11-27,Paris,21.58
2023-11-28,Paris,44.89
2023-11-29,Paris,41.26
2023-11-30,Paris,36.89
2023-12-01,Paris,43.54
2023-12-02,Paris,48.43
2023-12-03,Paris,25.54
2023-12-04,Paris,16.26
2023-12-05,Paris,26.29
2023-12-06,Paris,60.45
2023-12-07,Paris,28.02
2023-12-08,Paris,35.83
2023-12-09,Paris,13.28
2023-12-10,Paris,13.96
2023-12-11,Paris,28.5
2023-12-12,Paris,24.26
2023-12-13,Paris,31.38
2023-12-14,Paris,34.22
2023-12-15,Paris,50.54
2023-12-16,Paris,55.18
2023-12-17,Paris,42.48
2023-12-18,Paris,39.14
2023-12-19,Paris,24.25
2023-12-20,Paris,29.1
2023-12-21,Paris,17.44
2023-12-22,Paris,20.39
2023-12-23,Paris,15.88
2023-12-24,Paris,13.09
2023-12-25,Paris,17.32
2023-12-26,Paris,28.24
2023-12-27,Paris,20.92
2023-12-28,Paris,18.25
2023-12-29,Paris,16.85
2023-12-30,Paris,14.92
2023-12-31,Paris,8.35
2024-01-01,Paris,17.87
2024-01-02,Paris,10.96
2024-01-03,Paris,12.36
2024-01-04,Paris,18.3
2024-01-05,Paris,40.59
2024-01-06,Paris,37.12
2024-01-07,Paris,29.9
2024-01-08,Paris,29.61
2024-01-09,Paris,22.96
2024-01-10,Paris,49.38
2024-01-11,Paris,53.1
2024-01-12,Paris,46.28
2024-01-13,Paris,44.18
2024-01-14,Paris,64.15
2024-01-15,Paris,61.78
2024-01-16,Paris,104.87
2024-01-17,Paris,40.69
2024-01-18,Paris,52.85
2024-01-19,Paris,107.79
2024-01-20,Paris,51.15
2024-01-21,Paris,13.91
2024-01-22,Paris,14.69
2024-01-23,Paris,22.19
2024-01-24,Paris,28.81
2024-01-25,Paris,31.77
2024-01-26,Paris,47.39
2024-01-27,Paris,56.24
2024-01-28,Paris,33.26
2024-01-29,Paris,33.7
2024-01-30,Paris,50.97
2024-01-31,Paris,51.85
2024-02-01,Paris,47.66
2024-02-02,Paris,48.71
2024-02-03,Paris,28.95
2024-02-04,Paris,24.3
2024-02-05,Paris,28.73
2024-02-06,Paris,16.88
2024-02-07,Paris,18.12
2024-02-08,Paris,18.08
2024-02-09,Paris,19.41
2024-02-10,Paris,30.52
2024-02-11,Paris,17.0
2024-02-12,Paris,50.85
2024-02-13,Paris,34.12
2024-02-14,Paris,28.37
2024-02-15,Paris,34.39
2024-02-16,Paris,39.57
2024-02-17,Paris,50.07
2024-02-18,Paris,24.44
2024-02-19,Paris,35.39
2024-02-20,Paris,40.76
2024-02-21,Paris,22.57
2024-02-22,Paris,11.8
2024-02-23,Paris,16.47
2024-02-24,Paris,16.4
2024-02-25,Paris,17.64
2024-02-26,Paris,33.73
2024-02-27,Paris,38.07
2024-02-28,Paris,53.08
2024-02-29,Paris,23.0
2024-03-01,Paris,13.97
2024-03-02,Paris,21.43
2024-03-03,Paris,49.38
2024-03-04,Paris,42.87
2024-03-05,Paris,26.81
2024-03-06,Paris,57.84
2024-03-07,Paris,27.69
2024-03-08,Paris,17.79
2024-03-09,Paris,10.82
2024-03-10,Paris,42.46
2024-03-11,Paris,32.21
2024-03-12,Paris,26.69
2024-03-13,Paris,29.39
2024-03-14,Paris,25.17
2024-03-15,Paris,14.51
2024-03-16,Paris,28.21
2024-03-17,Paris,28.97
2024-03-18,Paris,42.89
2024-03-19,Paris,49.4
2024-03-20,Paris,49.59
2024-03-21,Paris,63.5
2024-03-22,Paris,45.09
2024-03-23,Paris,11.76
2024-03-24,Paris,22.97
2024-03-25,Paris,29.52
2024-03-26,Paris,24.57
2024-03-27,Paris,15.05
2024-03-28,Paris,8.79
2024-03-29,Paris,25.84
2024-03-30,Paris,37.37
2024-03-31,Paris,19.86
2024-04-01,Paris,12.37
2024-04-02,Paris,11.38
2024-04-03,Paris,11.54
2024-04-04,Paris,9.46
2024-04-05,Paris,20.6
2024-04-06,Paris,15.43
2024-04-07,Paris,22.0
2024-04-08,Paris,26.54
2024-04-09,Paris,12.07
2024-04-10,Paris,28.7
2024-04-11,Paris,32.81
2024-04-12,Paris,34.19
2024-04-13,Paris,21.12
2024-04-14,Paris,32.37
2024-04-15,Paris,16.65
2024-04-16,Paris,14.37
2024-04-17,Paris,25.81
2024-04-18,Paris,44.02
2024-04-19,Paris,23.85
2024-04-20,Paris,17.6
2024-04-21,Paris,17.68
2024-04-22,Paris,22.65
2024-04-23,Paris,28.89
2024-04-24,Paris,30.52
2024-04-25,Paris,50.3
2024-04-26,Paris,30.29
2024-04-27,Paris,14.16
2024-04-28,Paris,11.82
2024-04-29,Paris,29.03
2024-04-30,Paris,30.5
2024-05-01,Paris,28.71
2024-05-02,Paris,13.62
2024-05-03,Paris,16.57
2024-05-04,Paris,23.97
2024-05-05,Paris,20.6
2024-05-06,Paris,19.17
2024-05-07,Paris,18.92
2024-05-08,Paris,21.54
2024-05-09,Paris,26.1
2024-05-10,Paris,19.15
2024-05-11,Paris,17.13
2024-05-12,Paris,21.44
2024-05-13,Paris,15.11
2024-05-14,Paris,15.93
2024-05-15,Paris,16.82
2024-05-16,Paris,25.22
2024-05-17,Paris,30.4
2024-05-18,Paris,37.23
2024-05-19,Paris,28.69
2024-05-20,Paris,20.71
2024-05-21,Paris,34.07
2024-05-22,Paris,19.14
2024-05-23,Paris,22.87
2024-05-24,Paris,43.98
2024-05-25,Paris,30.21
2024-05-26,Paris,15.99
2024-05-27,Paris,24.58
2024-05-28,Paris,15.75
2024-05-29,Paris,17.61
2024-05-30,Paris,17.1
2024-05-31,Paris,14.62
2024-06-01,Paris,8.76
2024-06-02,Paris,9.37
2024-06-03,Paris,27.85
2024-06-04,Paris,21.74
2024-06-05,Paris,20.38
2024-06-06,Paris,25.97
2024-06-07,Paris,31.78
2024-06-08,Paris,18.85
2024-06-09,Paris,14.37
2024-06-10,Paris,18.52
2024-06-11,Paris,23.8
2024-06-12,Paris,29.06
2024-06-13,Paris,21.1
2024-06-14,Paris,6.9
2024-06-15,Paris,3.74
2024-06-16,Paris,5.86
2024-06-17,Paris,15.36
2024-06-18,Paris,25.77
2024-06-19,Paris,12.27
2024-06-20,Paris,16.22
2024-06-21,Paris,19.7
2024-06-22,Paris,11.03
2024-06-23,Paris,24.57
2024-06-24,Paris,18.46
2024-06-25,Paris,18.4
2024-06-26,Paris,35.02
2024-06-27,Paris,22.25
2024-06-28,Paris,26.25
2024-06-29,Paris,12.87
2024-06-30,Paris,10.91
2024-07-01,Paris,12.65
2024-07-02,Paris,15.27
2024-07-03,Paris,13.39
2024-07-04,Paris,9.08
2024-07-05,Paris,13.58
2024-07-06,Paris,6.12
2024-07-07,Paris,10.65
2024-07-08,Paris,19.4
2024-07-09,Paris,14.34
2024-07-10,Paris,12.55
2024-07-11,Paris,19.66
2024-07-12,Paris,17.37
2024-07-13,Paris,24.09
2024-07-14,Paris,29.05
2024-07-15,Paris,12.06
2024-07-16,Paris,10.22
2024-07-17,Paris,24.49
2024-07-18,Paris,18.43
2024-07-19,Paris,24.34
2024-07-20,Paris,16.12
2024-07-21,Paris,9.84
2024-07-22,Paris,8.99
2024-07-23,Paris,6.68
2024-07-25,Paris,24.11
2024-07-26,Paris,26.03
2024-07-27,Paris,21.01
2024-07-28,Paris,10.23
2024-07-29,Paris,10.59
2024-07-30,Paris,21.45
2024-07-31,Paris,23.74
2024-08-01,Paris,29.32
2024-08-02,Paris,23.55
2024-08-03,Paris,17.65
2024-08-04,Paris,23.79
2024-08-05,Paris,-392.22
2024-08-06,Paris,20.79
2024-08-07,Paris,19.0
2024-08-08,Paris,26.58
2024-08-09,Paris,19.72
2024-08-10,Paris,29.59
2024-08-11,Paris,-405.8
2024-08-12,Paris,15.17
2024-08-13,Paris,30.3
2024-08-14,Paris,49.33
2024-08-15,Paris,28.54
2024-08-16,Paris,16.24
2024-08-17,Paris,19.95
2024-08-18,Paris,14.29
2024-08-19,Paris,29.55
2024-08-20,Paris,15.48
2024-08-21,Paris,24.99
2024-08-22,Paris,14.38
2024-08-23,Paris,8.78
2024-08-24,Paris,6.61
2024-08-25,Paris,21.45
2024-08-26,Paris,34.55
2024-08-27,Paris,40.64
2024-08-28,Paris,36.84
2024-08-29,Paris,25.52
2024-08-30,Paris,16.56
2024-08-31,Paris,12.71
2024-09-01,Paris,20.74
2024-09-02,Paris,26.73
2024-09-03,Paris,30.82
2024-09-04,Paris,52.89
2024-09-05,Paris,35.93
2024-09-06,Paris,21.28
2024-09-07,Paris,14.57
2024-09-08,Paris,6.79
2024-09-09,Paris,6.77
2024-09-10,Paris,13.21
2024-09-11,Paris,16.28
2024-09-12,Paris,24.07
2024-09-13,Paris,26.2
2024-09-14,Paris,27.41
2024-09-15,Paris,40.07
2024-09-16,Paris,30.14
2024-09-17,Paris,14.7
2024-09-18,Paris,14.01
2024-09-19,Paris,13.23
2024-09-20,Paris,29.59
2024-09-21,Paris,17.07
2024-09-22,Paris,16.76
2024-09-23,Paris,14.32
2024-09-24,Paris,21.64
2024-09-25,Paris,13.98
2024-09-26,Paris,9.79
2024-09-27,Paris,10.51
2024-09-28,Paris,36.1
2024-09-29,Paris,24.63
2024-09-30,Paris,8.27
2024-10-01,Paris,23.43
2024-10-02,Paris,29.69
2024-10-03,Paris,24.78
2024-10-04,Paris,39.68
2024-10-05,Paris,22.72
2024-10-06,Paris,14.63
2024-10-07,Paris,17.74
2024-10-08,Paris,11.88
2024-10-09,Paris,23.47
2024-10-10,Paris,30.5
2024-10-11,Paris,32.64
2024-10-12,Paris,25.53
2024-10-13,Paris,38.59
2024-10-14,Paris,31.11
2024-10-15,Paris,19.6
2024-10-16,Paris,15.34
2024-10-17,Paris,24.03
2024-10-18,Paris,38.16
2024-10-19,Paris,21.82
2024-10-20,Paris,12.43
2024-10-21,Paris,30.06
2024-10-22,Paris,55.67
2024-10-23,Paris,35.31
2024-10-24,Paris,26.65
2024-10-25,Paris,26.19
2024-10-26,Paris,29.36
2024-10-27,Paris,25.45
2024-10-28,Paris,39.83
2024-10-29,Paris,39.74
2024-10-30,Paris,37.74
2024-10-31,Paris,26.82
2024-11-01,Paris,53.82
2024-11-02,Paris,24.54
2024-11-03,Paris,27.53
2024-11-04,Paris,32.39
2024-11-05,Paris,56.5
2024-11-06,Paris,69.53
2024-11-07,Paris,33.57
2024-11-08,Paris,38.5
2024-11-09,Paris,33.49
2024-11-10,Paris,35.47
2024-11-11,Paris,41.2
2024-11-12,Paris,24.17
2024-11-13,Paris,35.95
2024-11-14,Paris,53.98
2024-11-15,Paris,67.07
2024-11-16,Paris,74.63
2024-11-17,Paris,41.88
2024-11-18,Paris,21.88
2024-11-19,Paris,14.37
2024-11-20,Paris,40.6
2024-11-21,Paris,42.2
2024-11-22,Paris,37.56
2024-11-23,Paris,18.53
2024-11-24,Paris,9.69
2024-11-25,Paris,26.35
2024-11-26,Paris,31.99
2024-11-27,Paris,25.19
2024-11-28,Paris,46.21
2024-11-29,Paris,37.66
2024-11-30,Paris,44.4
2024-12-01,Paris,34.19
2024-12-02,Paris,26.67
2024-12-03,Paris,98.45
2024-12-04,Paris,76.59
2024-12-05,Paris,20.11
2024-12-06,Paris,34.95
2024-12-07,Paris,11.23
2024-12-08,Paris,16.66
2024-12-09,Paris,26.95
2024-12-10,Paris,29.1
2024-12-11,Paris,35.17
2024-12-12,Paris,42.95
2024-12-13,Paris,55.09
2024-12-14,Paris,108.49
2024-12-15,Paris,37.21
2024-12-16,Paris,39.31
2024-12-17,Paris,42.6
2024-12-18,Paris,22.13
2024-12-19,Paris,23.81
2024-12-20,Paris,36.33
2024-12-21,Paris,16.8
2024-12-22,Paris,13.95
2024-12-23,Paris,35.82
2024-12-24,Paris,48.78
2024-12-25,Paris,76.91
2024-12-26,Paris,48.47
2024-12-27,Paris,70.63
2024-12-28,Paris,53.72
2024-12-29,Paris,43.41
2024-12-30,Paris,46.87
2024-12-31,Paris,34.94
2025-01-01,Paris,15.94
2025-01-02,Paris,75.81
2025-01-03,Paris,96.33
2025-01-04,Paris,45.43
2025-01-05,Paris,13.18
2025-01-06,Paris,13.44
2025-01-07,Paris,21.5
2025-01-08,Paris,45.87
2025-01-09,Paris,37.03
2025-01-10,Paris,52.27
2025-01-11,Paris,52.62
2025-01-12,Paris,58.36
2025-01-13,Paris,57.76
2025-01-14,Paris,121.04
2025-01-15,Paris,84.28
2025-01-16,Paris,51.98
2025-01-17,Paris,72.29
2025-01-18,Paris,45.84
2025-01-19,Paris,49.55
2025-01-20,Paris,65.08
2025-01-21,Paris,53.86
2025-01-22,Paris,49.85
2025-01-23,Paris,28.59
2025-01-24,Paris,14.36
2025-01-25,Paris,31.38
2025-01-26,Paris,17.72
2025-01-27,Paris,11.82
2025-01-28,Paris,12.91
2025-01-29,Paris,21.23
2025-01-30,Paris,50.45
2025-01-31,Paris,59.39
2025-02-01,Paris,49.48
2025-02-02,Paris,59.78
2025-02-03,Paris,95.79
2025-02-04,Paris,70.72
2025-02-05,Paris,92.41
2025-02-06,Paris,41.67
2025-02-07,Paris,31.63
2025-02-08,Paris,20.19
2025-02-09,Paris,34.14
2025-02-10,Paris,43.44
2025-02-11,Paris,59.35
2025-02-12,Paris,60.55
2025-02-13,Paris,56.22
2025-02-14,Paris,43.78
2025-02-15,Paris,39.07
2025-02-16,Paris,41.9
2025-02-17,Paris,48.47
2025-02-18,Paris,40.06
2025-02-19,Paris,44.14
2025-02-20,Paris,40.08
2025-02-21,Paris,34.72
2025-02-22,Paris,32.2
2025-02-23,Paris,28.37
2025-02-24,Paris,29.71
2025-02-25,Paris,35.04
2025-02-26,Paris,29.55
2025-02-27,Paris,44.53
2025-02-28,Paris,58.63
2025-03-01,Paris,30.4
2025-03-02,Paris,29.84
2025-03-03,Paris,72.63
2025-03-04,Paris,80.2
2025-03-05,Paris,80.2
2025-03-07,Paris,36.23
2025-03-08,Paris,18.07
2025-03-09,Paris,23.02
2025-03-10,Paris,63.56
2025-03-11,Paris,65.05
2025-03-12,Paris,33.59
2025-03-13,Paris,44.15
2025-03-14,Paris,42.87
2025-03-15,Paris,23.1
2025-03-16,Paris,22.53
2025-03-17,Paris,26.59
2025-03-18,Paris,26.87
2025-03-19,Paris,40.43
2025-03-20,Paris,41.05
2025-03-21,Paris,21.0
2025-03-22,Paris,25.7
2025-03-23,Paris,28.29
2025-03-24,Paris,61.77
2025-03-25,Paris,64.38
2025-03-26,Paris,78.83
2025-03-27,Paris,64.82
2025-03-28,Paris,49.8
2025-03-29,Paris,39.29
2025-03-30,Paris,87.74
2025-04-04,Paris,40.42
2025-04-05,Paris,87.74
2025-04-06,Paris,2.47
2025-04-07,Paris,3.35
2025-04-08,Paris,5.33
2025-04-09,Paris,7.76
2025-04-10,Paris,6.26
2025-04-11,Paris,5.45
2025-04-12,Paris,1.57
2025-04-13,Paris,0.7
